frame.number,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,ip.len,tcp.window_size_value,tcp.analysis.ack_rtt,tcp.analysis.initial_rtt,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,frame.time_epoch
824,10.0.0.134,10.0.0.134,784,0,60,6,False,False,False,40,512,,,,,1722052587.920526603
825,10.0.0.134,10.0.0.134,785,0,60,6,False,False,False,40,512,,,,,1722052588.921466580
826,10.0.0.134,10.0.0.134,786,0,60,6,False,False,False,40,512,,,,,1722052589.923376933
827,10.0.0.134,10.0.0.134,787,0,60,6,False,False,False,40,512,,,,,1722052590.942593020
828,10.0.0.134,10.0.0.134,788,0,60,6,False,False,False,40,512,,,,,1722052591.943054294
829,10.0.0.134,10.0.0.134,789,0,60,6,False,False,False,40,512,,,,,1722052592.943314810
830,10.0.0.134,10.0.0.134,790,0,60,6,False,False,False,40,512,,,,,1722052593.944014091
831,10.0.0.134,10.0.0.134,791,0,60,6,False,False,False,40,512,,,,,1722052594.953635892
832,10.0.0.134,10.0.0.134,792,0,60,6,False,False,False,40,512,,,,,1722052595.954342932
833,10.0.0.134,10.0.0.134,793,0,60,6,False,False,False,40,512,,,,,1722052596.955426448
834,10.0.0.134,10.0.0.134,794,0,60,6,False,False,False,40,512,,,,,1722052597.956267363
835,10.0.0.134,10.0.0.134,795,0,60,6,False,False,False,40,512,,,,,1722052598.957072763
836,10.0.0.134,10.0.0.134,796,0,60,6,False,False,False,40,512,,,,,1722052599.957872195
837,10.0.0.134,10.0.0.134,797,0,60,6,False,False,False,40,512,,,,,1722052600.958387757
838,10.0.0.134,10.0.0.134,798,0,60,6,False,False,False,40,512,,,,,1722052601.963661765
839,10.0.0.134,10.0.0.134,799,0,60,6,False,False,False,40,512,,,,,1722052602.964313911
840,10.0.0.134,10.0.0.134,800,0,60,6,False,False,False,40,512,,,,,1722052603.984903772
841,10.0.0.134,10.0.0.134,801,0,60,6,False,False,False,40,512,,,,,1722052604.986218841
842,10.0.0.134,10.0.0.134,802,0,60,6,False,False,False,40,512,,,,,1722052605.987141174
843,10.0.0.134,10.0.0.134,803,0,60,6,False,False,False,40,512,,,,,1722052606.989315788
844,10.0.0.134,10.0.0.134,804,0,60,6,False,False,False,40,512,,,,,1722052607.989826699
845,10.0.0.134,10.0.0.134,805,0,60,6,False,False,False,40,512,,,,,1722052608.990330129
846,10.0.0.134,10.0.0.134,806,0,60,6,False,False,False,40,512,,,,,1722052609.991139641
847,10.0.0.134,10.0.0.134,807,0,60,6,False,False,False,40,512,,,,,1722052610.991402870
848,10.0.0.134,10.0.0.134,808,0,60,6,False,False,False,40,512,,,,,1722052611.992290487
849,10.0.0.134,10.0.0.134,809,0,60,6,False,False,False,40,512,,,,,1722052612.997875803
850,10.0.0.134,10.0.0.134,810,0,60,6,False,False,False,40,512,,,,,1722052613.998426806
851,10.0.0.134,10.0.0.134,811,0,60,6,False,False,False,40,512,,,,,1722052615.000128256
852,10.0.0.134,10.0.0.134,812,0,60,6,False,False,False,40,512,,,,,1722052616.000433164
853,10.0.0.134,10.0.0.134,813,0,60,6,False,False,False,40,512,,,,,1722052617.001092825
854,10.0.0.134,10.0.0.134,814,0,60,6,False,False,False,40,512,,,,,1722052618.002251665
855,10.0.0.134,10.0.0.134,815,0,60,6,False,False,False,40,512,,,,,1722052619.002784481
856,10.0.0.134,10.0.0.134,816,0,60,6,False,False,False,40,512,,,,,1722052620.003348594
857,10.0.0.134,10.0.0.134,817,0,60,6,False,False,False,40,512,,,,,1722052621.004312257
858,10.0.0.134,10.0.0.134,818,0,60,6,False,False,False,40,512,,,,,1722052622.005035792
859,10.0.0.134,10.0.0.134,819,0,60,6,False,False,False,40,512,,,,,1722052623.006126920
860,10.0.0.134,10.0.0.134,820,0,60,6,False,False,False,40,512,,,,,1722052624.006822115
861,10.0.0.134,10.0.0.134,821,0,60,6,False,False,False,40,512,,,,,1722052625.007226270
862,10.0.0.134,10.0.0.134,822,0,60,6,False,False,False,40,512,,,,,1722052626.008211876
863,10.0.0.134,10.0.0.134,823,0,60,6,False,False,False,40,512,,,,,1722052627.008590036
864,10.0.0.134,10.0.0.134,824,0,60,6,False,False,False,40,512,,,,,1722052628.009148049
865,10.0.0.134,10.0.0.134,825,0,60,6,False,False,False,40,512,,,,,1722052629.009747744
866,10.0.0.134,10.0.0.134,826,0,60,6,False,False,False,40,512,,,,,1722052630.010110322
867,10.0.0.134,10.0.0.134,827,0,60,6,False,False,False,40,512,,,,,1722052631.010431852
868,10.0.0.134,10.0.0.134,828,0,60,6,False,False,False,40,512,,,,,1722052632.011734745
869,10.0.0.134,10.0.0.134,829,0,60,6,False,False,False,40,512,,,,,1722052633.012313959
870,10.0.0.134,10.0.0.134,830,0,60,6,False,False,False,40,512,,,,,1722052634.023745270
871,10.0.0.134,10.0.0.134,831,0,60,6,False,False,False,40,512,,,,,1722052635.024236449
872,10.0.0.134,10.0.0.134,832,0,60,6,False,False,False,40,512,,,,,1722052636.025099309
873,10.0.0.134,10.0.0.134,833,0,60,6,False,False,False,40,512,,,,,1722052637.025290452
874,10.0.0.134,10.0.0.134,834,0,60,6,False,False,False,40,512,,,,,1722052638.026462310
875,10.0.0.134,10.0.0.134,835,0,60,6,False,False,False,40,512,,,,,1722052639.026870395
876,10.0.0.134,10.0.0.134,836,0,60,6,False,False,False,40,512,,,,,1722052640.043971241
877,10.0.0.134,10.0.0.134,837,0,60,6,False,False,False,40,512,,,,,1722052641.044824217
878,10.0.0.134,10.0.0.134,838,0,60,6,False,False,False,40,512,,,,,1722052642.045164630
879,10.0.0.134,10.0.0.134,839,0,60,6,False,False,False,40,512,,,,,1722052643.045652014
880,10.0.0.134,10.0.0.134,840,0,60,6,False,False,False,40,512,,,,,1722052644.046126942
881,10.0.0.134,10.0.0.134,841,0,60,6,False,False,False,40,512,,,,,1722052645.046750157
882,10.0.0.134,10.0.0.134,842,0,60,6,False,False,False,40,512,,,,,1722052646.047492006
883,10.0.0.134,10.0.0.134,843,0,60,6,False,False,False,40,512,,,,,1722052647.048107352
884,10.0.0.134,10.0.0.134,844,0,60,6,False,False,False,40,512,,,,,1722052648.048510433
885,10.0.0.134,10.0.0.134,845,0,60,6,False,False,False,40,512,,,,,1722052649.048683016
